-;author;description;guid;to;likecount;link;pubdate;replycount;title;authorChannelUrl
693;Revi M Fadli;"Bahkan saracen pun dipolitisasi oleh pihak ""lawan"". Segitu busuknya";UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8lrtlFVleki;Tukang Cendol;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8lrtlFVleki;2018-10-01 12:10:33;0;"Bahkan saracen pun dipolitisasi oleh pihak ""lawan"". Segitu busuknya";http://www.youtube.com/channel/UCSDDOHtzT4IQe_okXnmIYEA
694;Revi M Fadli;@Neti Zen kasian nelayan, udh ikannya diracunin logam, malah tambah diilangin;UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8lrt_cleqAV;Tukang Cendol;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8lrt_cleqAV;2018-10-01 12:08:58;0;@Neti Zen kasian nelayan, udh ikannya diracunin logam, malah tambah diilangin;http://www.youtube.com/channel/UCSDDOHtzT4IQe_okXnmIYEA
695;boy zul;otak loe sempit semoga rakyat indonesia ngk semua bodoh kayak loe pikir kan untuk jangka panjang buka untuk sekarang aja ....;UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8lg8nuOjnY5;Tukang Cendol;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8lg8nuOjnY5;2018-09-26 22:39:50;0;otak loe sempit semoga rakyat indonesia ngk semua bodoh kayak loe pikir kan untuk jangka panjang buka untuk sekarang aja ....;http://www.youtube.com/channel/UCQFcpl5NRVeaP7Dun7LXbwA
696;Fahmi Anz;Budi Prayitno kalo banyak investor masuk akan memperkuat rupiah.. KATANYA sih..;UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8kL9Xf29RI-;Tukang Cendol;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8kL9Xf29RI-;2018-08-24 13:11:32;0;Budi Prayitno kalo banyak investor masuk akan memperkuat rupiah.. KATANYA sih..;http://www.youtube.com/channel/UCeD7S3xh01zbMVRkRlV_WMw
697;adnan kedoya;hak warga dki memilih anis sandi..terbukti menang pilkada bukan sebagai gubernur pengganti..;UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8hEhy-N_pnr;Tukang Cendol;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyOI9Y0jENswchBHI54AaABAg.8blp6cg7RdH8hEhy-N_pnr;2018-06-08 11:32:14;0;hak warga dki memilih anis sandi..terbukti menang pilkada bukan sebagai gubernur pengganti..;http://www.youtube.com/channel/UCRn0-s9tIcLhQZnCkwuoplw
698;Gatot Widya Anggara;Pada intinya pemimpin yg ini gk mau disamakan dengan yg lain. Ambil contohnya rumah di bangun nya ke atas kan namanya rumah susun, tp doi tetep gk mau klo itu dibilang rumah susun ?? sungguh lucu ??;UgxnOQzFskf02nmnLyV4AaABAg;;55;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxnOQzFskf02nmnLyV4AaABAg;2018-01-23 13:14:09;14;Pada intinya pemimpin yg ini gk mau disamakan dengan yg lain. Ambil contohnya rumah di bangun nya ke atas kan namanya rumah susun, tp doi tetep gk mau klo itu dibilang rumah susun ?? sungguh lucu ??;http://www.youtube.com/channel/UCjVvsfx0R4KcOm3pa6cH-dA
699;Pinky Peach;Pulkam dan mudik jg katanya beda :(;UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V9X-ECY7kcfZ;Gatot Widya Anggara;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V9X-ECY7kcfZ;2022-01-09 17:58:46;0;Pulkam dan mudik jg katanya beda :(;http://www.youtube.com/channel/UCoDTNQtVk5AfpwYqzx6W7fQ
700;Hi Girl;ITU RUMAH BANGUNAN APARTEMEN YG PENTING JANJINYA TERWUJUD! PROTEST AJE LO SONO LEBIH BANYAK JANJI JKW YG TIDAK TERWUJUD!;UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V9AnOZqgNwdr;Gatot Widya Anggara;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V9AnOZqgNwdr;2020-07-06 23:48:31;0;ITU RUMAH BANGUNAN APARTEMEN YG PENTING JANJINYA TERWUJUD! PROTEST AJE LO SONO LEBIH BANYAK JANJI JKW YG TIDAK TERWUJUD!;http://www.youtube.com/channel/UCFKLwoSHSQSFkc3VewNxnog
701;HADYSN;rumah susun = rumah lapis pengusuran = pengeseran naturalisasi = normalisasi itulah kalo punya gubernur dungu.;UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V8v3BnAGcvFJ;Gatot Widya Anggara;3;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V8v3BnAGcvFJ;2019-05-17 23:30:16;0;rumah susun = rumah lapis pengusuran = pengeseran naturalisasi = normalisasi itulah kalo punya gubernur dungu.;http://www.youtube.com/channel/UC3WVgaPF9YL67AKRPI_pHFQ
702;Anything wrez;@Gavrila Nathania ?? GUBERNUR gabener;UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V8mp9hMxjLi6;Gatot Widya Anggara;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V8mp9hMxjLi6;2018-10-25 07:12:15;0;@Gavrila Nathania ?? GUBERNUR gabener;http://www.youtube.com/channel/UCNa0FxParGIgNaxSRz5RmiQ
703;wahyu adi praja;Rumah berlapis legit bro..;UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V8cCVBImNGAL;Gatot Widya Anggara;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxnOQzFskf02nmnLyV4AaABAg.8bloNq6nS2V8cCVBImNGAL;2018-02-03 07:16:24;0;Rumah berlapis legit bro..;http://www.youtube.com/channel/UCZj7Pm45HX-u7fxmQS0xG4A
704;Khoirotul Mursyidah;dosa masa lalu... skrg harus lanjut... mau berhnti trus urukan pasir sgtu gede buat apa?? Tp jgn buat lagi yg baru... mau stop trus mau ngangkut balik gunung pasir kmana???;Ugx3xKhnnE1es9g6f7l4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugx3xKhnnE1es9g6f7l4AaABAg;2018-01-23 13:02:50;0;dosa masa lalu... skrg harus lanjut... mau berhnti trus urukan pasir sgtu gede buat apa?? Tp jgn buat lagi yg baru... mau stop trus mau ngangkut balik gunung pasir kmana???;http://www.youtube.com/channel/UCveyy6uewIfPkjCIP1hNnOw
705;Srikandhi Wijaya Kusuma;Demi Politik Gabener EGOIS;UgzhlVz0JDKvbY8Q7054AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzhlVz0JDKvbY8Q7054AaABAg;2018-01-23 12:51:59;0;Demi Politik Gabener EGOIS;http://www.youtube.com/channel/UCfwlvcy070rokXF47MdChnQ
706;Andika Riski Soetrisno;Ggara isu sara jadi bagus ya, saya yang lahir diambon tau persis apa yg akan terjadi gara2 isu sara dimainkan.. klw sudah terjadi, selamat tinggal untuk negri ini, saya mau numpang ke negri orang kafir saja.. ato setidaknya negara yg sering kita bully seperti malaysia ato singapura;Ugy9J7ylWNI6NktnxN14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugy9J7ylWNI6NktnxN14AaABAg;2018-01-23 12:51:30;0;Ggara isu sara jadi bagus ya, saya yang lahir diambon tau persis apa yg akan terjadi gara2 isu sara dimainkan.. klw sudah terjadi, selamat tinggal untuk negri ini, saya mau numpang ke negri orang kafir saja.. ato setidaknya negara yg sering kita bully seperti malaysia ato singapura;http://www.youtube.com/channel/UCvZ6mRL3LASAfhJPT7qdepg
707;KMD 700K;Manusia memang rakus, gmn alam ngk murka, gempa sering terjadi belakangan ini, dan hari ini. Seharusnya manusia bisa menjaga keseimbangan alam, bukan malah merusak alam dengan kerakusan .;UgyTf7VpoLmJu4nqbup4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyTf7VpoLmJu4nqbup4AaABAg;2018-01-23 12:47:12;0;Manusia memang rakus, gmn alam ngk murka, gempa sering terjadi belakangan ini, dan hari ini. Seharusnya manusia bisa menjaga keseimbangan alam, bukan malah merusak alam dengan kerakusan .;http://www.youtube.com/channel/UCinRs--UoF2dnJwcUjVIlKA
708;nurul faidatun;Menang karna curang akhirnya jakarta menjadi suram...semoga jateng gk seperti pilkada jakarta..walaupun yg maju antek2 nya ninis tp saya dan keluarga tetap kukuh dg pak ganjar dan gus yasin anak ulama jateng mbah memon....jangan sampai APBD jateng di acak2 kayak jakarta..;UgyKXC1tgyQVXtDStJR4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyKXC1tgyQVXtDStJR4AaABAg;2018-01-23 12:40:43;0;Menang karna curang akhirnya jakarta menjadi suram...semoga jateng gk seperti pilkada jakarta..walaupun yg maju antek2 nya ninis tp saya dan keluarga tetap kukuh dg pak ganjar dan gus yasin anak ulama jateng mbah memon....jangan sampai APBD jateng di acak2 kayak jakarta..;http://www.youtube.com/channel/UCW1nZCsNy3pE4XnQXRDVOdA
709;MazdeN;dimangkrak kan dulu nanti setelah mau lengser baru di hidupkan lagi, tentunya dengan tender baru untuk kontraktor2 bersahabat :);Ugw6sg_EpC8BYjrwY3h4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw6sg_EpC8BYjrwY3h4AaABAg;2018-01-23 12:36:31;0;dimangkrak kan dulu nanti setelah mau lengser baru di hidupkan lagi, tentunya dengan tender baru untuk kontraktor2 bersahabat :);http://www.youtube.com/channel/UC8JS9RoVT0WtsK61YEWR0zw
710;eden finch;Berapa banyak sumber daya yg terbuang akibat terbengkalai ga jelas,,, korban politik. Pelajaran untuk partai pendukung Basuki yang berleha-leha dan tidak berusaha sedangkan di seberang mati-matian untuk menang.;Ugwg1ECNfvszSSsq_Ll4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugwg1ECNfvszSSsq_Ll4AaABAg;2018-01-23 12:11:29;0;Berapa banyak sumber daya yg terbuang akibat terbengkalai ga jelas,,, korban politik. Pelajaran untuk partai pendukung Basuki yang berleha-leha dan tidak berusaha sedangkan di seberang mati-matian untuk menang.;http://www.youtube.com/channel/UCsx9AWI9clpk5d248wMvJrA
711;Brilliant;Hmm... Terus setelah reklamasi distop, mau diapain? Masak mau dikeruk lagi? Klo distop aja buat ap? Klo dri video Mata Najwa yg tentang nelayan disana. Reklamasi berdampak buruk. Tp, apa kah hanya dengan menstop reklamasi akan membawa dampak baik bagi tangkapan nelayan? Kalau hanya menstop reklamasi itu bukan sebuah solusi, tp menunda solusi. Jadi butuh kelanjutan lg mau diapakan reklamasi tersebut, sebagai solusi untuk memperbaiki keadaan di sana.;UgxA_0Zg8sSiBKAvgcB4AaABAg;;146;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxA_0Zg8sSiBKAvgcB4AaABAg;2018-01-23 12:07:40;35;Hmm... Terus setelah reklamasi distop, mau diapain? Masak mau dikeruk lagi? Klo distop aja buat ap? Klo dri video Mata Najwa yg tentang nelayan disana. Reklamasi berdampak buruk. Tp, apa kah hanya dengan menstop reklamasi akan membawa dampak baik bagi tangkapan nelayan? Kalau hanya menstop reklamasi itu bukan sebuah solusi, tp menunda solusi. Jadi butuh kelanjutan lg mau diapakan reklamasi tersebut, sebagai solusi untuk memperbaiki keadaan di sana.;http://www.youtube.com/channel/UCYJqYgmF4RPKf0H5DNk7Pdw
712;FM6667 TV;Sekarang gimana kabar reklamasi...;UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9eQ3vXdF8m2;Brilliant;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9eQ3vXdF8m2;2022-08-07 01:19:34;0;Sekarang gimana kabar reklamasi...;http://www.youtube.com/channel/UC7sB9CIhWr_6tRfP7pKUX3A
713;Chevy Chevong;"Ga nyadar lo nnti rklamasi mau d tmpatin sama siapa. Klo ama pribumi gau okee"" aja Ini buat antek china komunis lo mau d capluk kaya negara lain!!!otak jgn e taro d pantat maka nya";UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9R2zsY-IIv_;Brilliant;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9R2zsY-IIv_;2021-08-15 02:53:25;0;"Ga nyadar lo nnti rklamasi mau d tmpatin sama siapa. Klo ama pribumi gau okee"" aja Ini buat antek china komunis lo mau d capluk kaya negara lain!!!otak jgn e taro d pantat maka nya";http://www.youtube.com/channel/UCyeNQc8ulMHiEmELQYgPfuA
714;sahnan sahnan;@Rahmat Habibie trus klo dstop mau diapain pulau itu....jngan berpikit terbelakang bro;UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9E3VLjUEvW6;Brilliant;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9E3VLjUEvW6;2020-09-26 04:49:02;0;@Rahmat Habibie trus klo dstop mau diapain pulau itu....jngan berpikit terbelakang bro;http://www.youtube.com/channel/UCoB7YcsyBptFVgpzqJjfbAQ
715;Rahmat Habibie;Lebih baik di stop dari pada hanya asing yg menikmati;UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9E3Ej4Yb44F;Brilliant;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9E3Ej4Yb44F;2020-09-26 02:23:49;0;Lebih baik di stop dari pada hanya asing yg menikmati;http://www.youtube.com/channel/UCN9qJyeYQtowGrKqzc4kJtw
716;sahnan sahnan;Dilanjut ja pembangunan nya;UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9CL3t7JYlW6;Brilliant;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgxA_0Zg8sSiBKAvgcB4AaABAg.8blglu4vljk9CL3t7JYlW6;2020-08-14 07:32:36;0;Dilanjut ja pembangunan nya;http://www.youtube.com/channel/UCoB7YcsyBptFVgpzqJjfbAQ
717;rocks d zebret;ketika seorang pejabat lebih memilih menutup HATI NURANI nya demi mendapatkan SIMPATI PUBLIK ????;UgwtFU7CYtaua0zK45d4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgwtFU7CYtaua0zK45d4AaABAg;2018-01-23 11:58:32;0;ketika seorang pejabat lebih memilih menutup HATI NURANI nya demi mendapatkan SIMPATI PUBLIK ????;http://www.youtube.com/channel/UCizB8igY-_87-9Vo8sesCog
718;Ramuan Herbal Hiv Aids dan Segala Penyakit Kronis;Waduh kok nganggur...;UgzmAND3ZKCr5v3QtFl4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzmAND3ZKCr5v3QtFl4AaABAg;2018-01-23 11:55:34;0;Waduh kok nganggur...;http://www.youtube.com/channel/UC9itLlRvG13wgdU6pTzPP_g
719;R;"""gantung"". Mau dibatalin tapi udah dibangun sampe segini. Mau dilanjutin tapi bikin panas se-tanah air. Punya uang sedikit tapi dihambur2in. #hmmmm";UgyxM5MHTgkie9N9CFN4AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgyxM5MHTgkie9N9CFN4AaABAg;2018-01-23 11:50:39;0;"""gantung"". Mau dibatalin tapi udah dibangun sampe segini. Mau dilanjutin tapi bikin panas se-tanah air. Punya uang sedikit tapi dihambur2in. #hmmmm";http://www.youtube.com/channel/UC4GMdPSigUrRiyJzzQiHDMw
720;sii- ayaik;Pulau G bikin stadion aja disana ??;UgzCGkmses1I4UxuP-14AaABAg;;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzCGkmses1I4UxuP-14AaABAg;2018-01-23 11:36:56;0;Pulau G bikin stadion aja disana ??;http://www.youtube.com/channel/UCvqY30tmhS3N__dmmHbeMnQ
721;Okty R;Sayang pembangunan ini sebetulnya tidak perlu diberikan oleh Izin oleh gubernur DKI yg dulu karena banyak merugikan rakyat terutama nelayan.;UgzWdNH-mBXWzeqmqep4AaABAg;;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzWdNH-mBXWzeqmqep4AaABAg;2018-01-23 11:25:43;0;Sayang pembangunan ini sebetulnya tidak perlu diberikan oleh Izin oleh gubernur DKI yg dulu karena banyak merugikan rakyat terutama nelayan.;http://www.youtube.com/channel/UCOX7CltefGGzOn4MtK-D19g
722;Ferdian Saputra;Reklamasi perlu sih klo mnurut gua pribadi krn jakarta udh overload-_- perlu daratan baru buat di tinggalin.. _apalagi bentar lagi banyak para tukang becak dari daerah yg dateng ke jakarta karna becak di bolehin walau sementara hanya di berberapa tempat, tapi namanya tukang becak lama2 juga dari kampung2, pelan2 mina izin ke gubenur buat boleh ke jalan raya karna gubernur ku baik(y) ditambah pedagang kaki lima bakal banyak minta tempat di jalanan dan trotoar.. jdi *YA MAJU KOTA NYA, BAHAGIA WARGANYA* #menujujakartasyariah;UgzCN8c-9t_cLsOsh1h4AaABAg;;10;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzCN8c-9t_cLsOsh1h4AaABAg;2018-01-23 11:23:15;1;Reklamasi perlu sih klo mnurut gua pribadi krn jakarta udh overload-_- perlu daratan baru buat di tinggalin.. _apalagi bentar lagi banyak para tukang becak dari daerah yg dateng ke jakarta karna becak di bolehin walau sementara hanya di berberapa tempat, tapi namanya tukang becak lama2 juga dari kampung2, pelan2 mina izin ke gubenur buat boleh ke jalan raya karna gubernur ku baik(y) ditambah pedagang kaki lima bakal banyak minta tempat di jalanan dan trotoar.. jdi *YA MAJU KOTA NYA, BAHAGIA WARGANYA* #menujujakartasyariah;http://www.youtube.com/channel/UCfGzjJ0ubnqAmYWJkRx0NVQ
723;Figaro Magnifico;Bkn soal perlu ga perlu. Masalahnya ini proyek perizinannya ga jelas dan udh main bangun aja, bukannya kecil duitnya dlm proyek ini.. TRILYUNAN, YG PASTI MASUK KANTONG PARA BENALU YG BERKEDOK KEMAJUAN BANGSA KEMAJUAN BANGSA. Apa lg pulau G yg terjual oleh penguasa dr china. Jd yg ditakutkan adlh terbentuknya negara didalam negara sedangkan dulu soekarno pernah membubarkan negara buatan yg didirikan tokoh PKI krn demi kedaulatan NKRI, tdk boleh ada negara didalam negara;UgzCN8c-9t_cLsOsh1h4AaABAg.8blbgbDWGfu8tShGwYhTFj;Ferdian Saputra;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzCN8c-9t_cLsOsh1h4AaABAg.8blbgbDWGfu8tShGwYhTFj;2019-04-08 04:12:19;0;Bkn soal perlu ga perlu. Masalahnya ini proyek perizinannya ga jelas dan udh main bangun aja, bukannya kecil duitnya dlm proyek ini.. TRILYUNAN, YG PASTI MASUK KANTONG PARA BENALU YG BERKEDOK KEMAJUAN BANGSA KEMAJUAN BANGSA. Apa lg pulau G yg terjual oleh penguasa dr china. Jd yg ditakutkan adlh terbentuknya negara didalam negara sedangkan dulu soekarno pernah membubarkan negara buatan yg didirikan tokoh PKI krn demi kedaulatan NKRI, tdk boleh ada negara didalam negara;http://www.youtube.com/channel/UCNGetJZXFVvrpzNHDX2Vz9Q
724;Bima Putra;oh jadi klo tanpa raperda, semua kegiatan pembangunan reklamasi jadi ilegal. nice. jenius! :);Ugw3VI1s3v30XbWYZyl4AaABAg;;4;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw3VI1s3v30XbWYZyl4AaABAg;2018-01-23 11:23:12;1;oh jadi klo tanpa raperda, semua kegiatan pembangunan reklamasi jadi ilegal. nice. jenius! :);http://www.youtube.com/channel/UCcSyrifn98PntnrrxzOS1fw
725;nunu cucu;Lah memang begitu peraturannya, WALHI pun sudah pernah protes pembangunan reklamasi Krn belum adanya Raperda. Harus ada Raperda dulu baru bs dibuat ijin pembangunan reklamasi, lah ini ahok belum ada Raperda ujuk2 kasih ijin pembangunan reklamasi.;Ugw3VI1s3v30XbWYZyl4AaABAg.8blbgC4V-5X8k4tV-IuPCV;Bima Putra;1;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=Ugw3VI1s3v30XbWYZyl4AaABAg.8blbgC4V-5X8k4tV-IuPCV;2018-08-18 05:34:46;0;Lah memang begitu peraturannya, WALHI pun sudah pernah protes pembangunan reklamasi Krn belum adanya Raperda. Harus ada Raperda dulu baru bs dibuat ijin pembangunan reklamasi, lah ini ahok belum ada Raperda ujuk2 kasih ijin pembangunan reklamasi.;http://www.youtube.com/channel/UCHCjd8xh1hJSAfuoCGvi56A
726;Abdul Mutholib Aziz;Izin dari 2012, ahok yg kena getahnya ????;UgzN1E1sRlVbV6A8OqJ4AaABAg;;91;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzN1E1sRlVbV6A8OqJ4AaABAg;2018-01-23 11:21:33;19;Izin dari 2012, ahok yg kena getahnya ????;http://www.youtube.com/channel/UCBQ3b3DAl2kIsRce74P5O7w
727;Hi Girl;HELLO ?? *PARA FANS PEN!$TA AGAMA ,KENAPA KALIAN DULU GA PROTES SAMA JOKOWI AHOK SEWAKTU MEREKA JADI GUBERNUR* *17 PROYEK REKLAMASI KAN MEREKA YG BUAT* ???? *MUNAFIK AJE LOOO SOK2 PEDULI LINGKUNGAN, PAS AHOK-JOKOWI MASIH JADI GUBERNUR DAN BUAT 17 PROYEK REKLAMASI KENAPA KAGA LO PROTESSS* ???? *WOW BACA DONG BERITA INI REAL ADA DATA  BERITANYA GA GUYSSS* ?? https://suarajakarta.co/news/politik/izin-reklamasi-17-pulau-ke-agung-podomoro-ahok-dapat-jatah/amp/ ?? m.megapolitan.okezone.com/read/2015/06/05/338/1160911/ahok-siap-berdebat-reklamasi-17-pulau-di-teluk-jakarta ?? https://amp.kompas.com/nasional/read/2020/05/12/15053841/jokowi-restui-pembangunan-di-4-pulau-reklamasi-jakarta;UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB49AnOEYh806X;Abdul Mutholib Aziz;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB49AnOEYh806X;2020-07-06 23:45:37;0;HELLO ?? *PARA FANS PEN!$TA AGAMA ,KENAPA KALIAN DULU GA PROTES SAMA JOKOWI AHOK SEWAKTU MEREKA JADI GUBERNUR* *17 PROYEK REKLAMASI KAN MEREKA YG BUAT* ???? *MUNAFIK AJE LOOO SOK2 PEDULI LINGKUNGAN, PAS AHOK-JOKOWI MASIH JADI GUBERNUR DAN BUAT 17 PROYEK REKLAMASI KENAPA KAGA LO PROTESSS* ???? *WOW BACA DONG BERITA INI REAL ADA DATA  BERITANYA GA GUYSSS* ?? https://suarajakarta.co/news/politik/izin-reklamasi-17-pulau-ke-agung-podomoro-ahok-dapat-jatah/amp/ ?? m.megapolitan.okezone.com/read/2015/06/05/338/1160911/ahok-siap-berdebat-reklamasi-17-pulau-di-teluk-jakarta ?? https://amp.kompas.com/nasional/read/2020/05/12/15053841/jokowi-restui-pembangunan-di-4-pulau-reklamasi-jakarta;http://www.youtube.com/channel/UCFKLwoSHSQSFkc3VewNxnog
728;SAGAF CHANNEL;candra kuncoro punya otak dipakai . ilmuan mengatakan pulau buatan itu bencana untuk indonesia krn indonesia dkt dengan lautan dan pulau2 rawan tenggelam . kalau membuat pulau buatan itu resiko untuk pulau2 yg sudah ada. apa anda tdk pernah merasakan atau melihat berita kebanjiran ? kalau pulau buatan itu masih dilanjutkan artinya air laut akan meninggi yg mana resiko untuk pulau2 lainnya . itu kenapa pak anies menghentikan pulau buatan tsb .;UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48ltCwSTGA8X;Abdul Mutholib Aziz;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48ltCwSTGA8X;2018-10-02 00:26:05;0;candra kuncoro punya otak dipakai . ilmuan mengatakan pulau buatan itu bencana untuk indonesia krn indonesia dkt dengan lautan dan pulau2 rawan tenggelam . kalau membuat pulau buatan itu resiko untuk pulau2 yg sudah ada. apa anda tdk pernah merasakan atau melihat berita kebanjiran ? kalau pulau buatan itu masih dilanjutkan artinya air laut akan meninggi yg mana resiko untuk pulau2 lainnya . itu kenapa pak anies menghentikan pulau buatan tsb .;http://www.youtube.com/channel/UCy0uRVd1rItFdzRvOs941bg
729;nunu cucu;@Widiatno klo mau tau ada apa satu contoh pentolan perempuan PSI yg masih muda orang tuanya dpt bagian proyek reklamasi jakarta .;UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48k4qBzlVtxp;Abdul Mutholib Aziz;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48k4qBzlVtxp;2018-08-18 05:05:58;0;@Widiatno klo mau tau ada apa satu contoh pentolan perempuan PSI yg masih muda orang tuanya dpt bagian proyek reklamasi jakarta .;http://www.youtube.com/channel/UCHCjd8xh1hJSAfuoCGvi56A
730;nunu cucu;Izin pembangunan itu dari jaman Ahok tong .;UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48k4pjJG7rAS;Abdul Mutholib Aziz;0;https://www.youtube.com/watch?v=q8FDOGWFguE&list=WL&index=1&t=64s&lc=UgzN1E1sRlVbV6A8OqJ4AaABAg.8blbVBSmAB48k4pjJG7rAS;2018-08-18 05:01:55;0;Izin pembangunan itu dari jaman Ahok tong .;http://www.youtube.com/channel/UCHCjd8xh1hJSAfuoCGvi56A
